portfolio_final_value,total_return_pct,annualized_return_pct,annualized_std_pct,information_ratio,modified_information_ratio,max_drawdown_pct,num_trades,long_position_pct,short_position_pct,sortino_ratio,calmar_ratio,sterling_ratio,recovery_factor,ulcer_index,pain_index,var_95_pct,cvar_95_pct,var_99_pct,cvar_99_pct,tail_ratio,return_skewness,return_kurtosis,annualized_volatility_pct,periods_analyzed,strategy_name,timeframe,evaluation_date,exchange_fee,data_start,data_end,total_periods
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.0,3000,Demo_GMADL_Interactive_20250623_053155,5m,2025-06-23T05:31:56.535768,0.0003,2021-08-14T11:19:59.999000,2021-08-24T21:14:59.999000,3000
