portfolio_final_value,total_return_pct,annualized_return_pct,annualized_std_pct,information_ratio,modified_information_ratio,max_drawdown_pct,num_trades,long_position_pct,short_position_pct,total_trades,winning_trades,losing_trades,long_trades,short_trades,win_rate_pct,avg_return_pct,avg_winning_return_pct,avg_losing_return_pct,profit_factor,expectancy_pct,largest_win_pct,largest_loss_pct,best_trade_pct,worst_trade_pct,avg_trade_duration_minutes,median_trade_duration_minutes,min_trade_duration_minutes,max_trade_duration_minutes,max_consecutive_wins,max_consecutive_losses,gross_profit_pct,gross_loss_pct,total_commission_pct,sortino_ratio,calmar_ratio,sterling_ratio,recovery_factor,ulcer_index,pain_index,var_95_pct,cvar_95_pct,var_99_pct,cvar_99_pct,tail_ratio,return_skewness,return_kurtosis,annualized_volatility_pct,periods_analyzed,strategy_name,timeframe,evaluation_date,exchange_fee,data_start,data_end,total_periods
5.0656390032109195,406.563900321092,73.03751699788504,51.25068798484045,1.4251031521662492,2.4401150206647926,42.656184162877885,1821,31.34944492491295,38.97003269686438,482,230,252,283,199,47.71784232365145,0.39863994765381067,2.649069271236991,-1.655323323870521,1.4606217915982584,0.3986399476538107,21.818291465468555,-13.807584019737945,21.818291465468555,-13.807584019737945,2268.890041493776,237.5,5.0,69585.0,9,7,609.2859323845081,417.14147761537106,28.919999999999995,1.137394922596431,1.7122446248668208,6.694145860940131,9.531183069931267,13.20748217667592,10.885479544295464,-0.20931240964832531,-0.36835055254799365,-0.44099391097871643,-0.6847635004063624,1.0179842727916542,2.108193786595603,177.9160505493625,51.2507703710473,311040,GMADL_Informer_Complete_All_Strategies,5m,2025-06-19T20:02:11.683526,0.0003,2021-08-10T23:59:59.999000,2024-07-25T23:54:59.999000,311040
