portfolio_final_value,total_return_pct,annualized_return_pct,annualized_std_pct,information_ratio,modified_information_ratio,max_drawdown_pct,num_trades,long_position_pct,short_position_pct,total_trades,winning_trades,losing_trades,long_trades,short_trades,win_rate_pct,avg_return_pct,avg_winning_return_pct,avg_losing_return_pct,profit_factor,expectancy_pct,largest_win_pct,largest_loss_pct,best_trade_pct,worst_trade_pct,avg_trade_duration_minutes,median_trade_duration_minutes,min_trade_duration_minutes,max_trade_duration_minutes,max_consecutive_wins,max_consecutive_losses,gross_profit_pct,gross_loss_pct,total_commission_pct,sortino_ratio,calmar_ratio,sterling_ratio,recovery_factor,ulcer_index,pain_index,var_95_pct,cvar_95_pct,var_99_pct,cvar_99_pct,tail_ratio,return_skewness,return_kurtosis,annualized_volatility_pct,periods_analyzed,strategy_name,timeframe,evaluation_date,exchange_fee,data_start,data_end,total_periods
13.148045555941083,1214.8045555941083,138.85462021813257,54.41982228619773,2.5515449037647757,11.105493703675755,31.90257074879107,846,44.80016975363218,41.50990711775694,213,123,90,104,109,57.74647887323944,1.4017439324365235,4.428801266381584,-2.73523442395506,2.2128615416088664,1.4017439324365233,50.600851938824285,-13.807584019737945,50.600851938824285,-13.807584019737945,5603.943661971831,1380.0,5.0,69585.0,8,5,544.742555764935,246.17109815595538,12.78,1.7782142476572143,4.352479614672405,17.37584561974419,38.07857884431281,10.42256237206555,7.962969639044011,-0.22456415528580184,-0.3855772364794948,-0.457441795514421,-0.7098633827614654,1.0231849258613408,1.849338065890359,141.35275572619983,54.419909766832866,311040,GMADL_Informer_Complete_All_Strategies_3bps,5m,2025-06-23T05:45:01.922885,0.0003,2021-08-10T23:59:59.999000,2024-07-25T23:54:59.999000,311040
