portfolio_final_value,total_return_pct,annualized_return_pct,annualized_std_pct,information_ratio,modified_information_ratio,max_drawdown_pct,num_trades,long_position_pct,short_position_pct,total_trades,winning_trades,losing_trades,long_trades,short_trades,win_rate_pct,avg_return_pct,avg_winning_return_pct,avg_losing_return_pct,profit_factor,expectancy_pct,largest_win_pct,largest_loss_pct,best_trade_pct,worst_trade_pct,avg_trade_duration_minutes,median_trade_duration_minutes,min_trade_duration_minutes,max_trade_duration_minutes,max_consecutive_wins,max_consecutive_losses,gross_profit_pct,gross_loss_pct,total_commission_pct,sortino_ratio,calmar_ratio,sterling_ratio,recovery_factor,ulcer_index,pain_index,var_95_pct,cvar_95_pct,var_99_pct,cvar_99_pct,tail_ratio,return_skewness,return_kurtosis,annualized_volatility_pct,periods_analyzed,strategy_name,timeframe,evaluation_date,exchange_fee,data_start,data_end,total_periods
1.5455620497547817,54.556204975478174,141.7827384034802,70.55554324079478,2.009519477719822,9.366344893001623,30.419035139217605,82,41.54401126564942,58.45598873435058,20,10,10,10,10,50.0,2.760215902174232,9.168191805750077,-3.6477600014016134,2.5133758257745282,2.760215902174232,21.818291465468555,-13.807584019737945,21.818291465468555,-13.807584019737945,12797.0,7265.0,1255.0,39795.0,4,3,91.68191805750074,36.47760001401613,1.2,1.6784826183629111,4.661122734118095,13.56942434701857,1.793489002060484,12.57038267975497,10.41573787061736,-0.2905403683762597,-0.4656219961858934,-0.54340903621765,-0.8152382471419296,1.040633913811205,2.9154597219531264,163.1832582957053,70.55622376321016,51840,GMADL_Informer_Complete_Run,5m,2025-06-19T12:25:36.863898,0.0003,2021-08-10T23:59:59.999000,2022-02-06T23:54:59.999000,51840
